age,education,black,hispanic,married,nodegree,re74,re75,re78,u74,u75,treat,id
19,13,0,0,0,0,6857.43359375,15217.7421875,17732.71875,0,0,0,239
21,14,0,0,1,0,6974.98974609375,11407.9345703125,17141.62890625,0,0,0,240
29,17,0,0,1,0,7053.3603515625,7161.29052734375,8866.359375,0,0,0,241
27,16,0,0,1,0,7053.3603515625,11637.0966796875,25121.3515625,0,0,0,242
28,15,0,0,1,0,7249.287109375,15217.7421875,9161.9052734375,0,0,0,243
26,12,0,0,1,0,7406.0283203125,0,2955.453125,0,1,0,244
54,12,0,0,1,0,7445.2138671875,0,0,0,1,0,245
28,15,1,0,0,0,7445.2138671875,0,12708.44921875,0,1,0,246
27,15,0,0,1,0,7445.2138671875,10741.9345703125,18471.58203125,0,0,0,247
26,13,0,0,0,0,7449.13232421875,5729.0322265625,9605.22265625,0,0,0,248
21,12,0,0,1,0,7523.58447265625,7934.70947265625,0,0,0,0,249
53,14,1,0,1,0,7641.140625,8421.677734375,8127.49609375,0,0,0,250
21,13,0,0,1,0,7688.1630859375,12743.515625,11082.94921875,0,0,0,251
22,13,0,0,0,0,7739.10400390625,3759.677490234375,16254.9921875,0,0,0,252
27,16,0,0,0,0,7837.0673828125,0,0,0,1,0,253
37,15,0,1,1,0,7837.0673828125,179.03225708007812,11821.8134765625,0,0,0,254
33,13,0,0,0,0,7837.0673828125,3580.645263671875,16254.9921875,0,0,0,255
19,12,1,0,0,0,7837.0673828125,3759.677490234375,3694.31640625,0,0,0,256
28,12,0,0,1,0,7837.0673828125,4475.806640625,15663.90234375,0,0,0,257
32,12,1,0,1,0,7837.0673828125,5370.9677734375,8866.359375,0,0,0,258
24,12,0,0,0,0,7837.0673828125,5370.9677734375,5910.90625,0,0,0,259
22,12,0,0,0,0,7837.0673828125,7497.87109375,17732.71875,0,0,0,260
20,12,1,0,1,0,7837.0673828125,8951.61328125,20688.171875,0,0,0,261
23,12,0,0,1,0,7837.0673828125,8951.61328125,12058.2490234375,0,0,0,262
27,12,1,0,1,0,7837.0673828125,8951.61328125,2210.678955078125,0,0,0,263
23,12,1,0,1,0,7837.0673828125,12532.2578125,21870.353515625,0,0,0,264
19,12,0,1,1,0,7837.0673828125,12532.2578125,13299.5390625,0,0,0,265
27,14,0,0,0,0,7837.0673828125,14322.5810546875,16254.9921875,0,0,0,266
22,16,0,0,1,0,7837.0673828125,16112.9033203125,16254.9921875,0,0,0,267
42,12,0,0,1,0,7837.0673828125,16112.9033203125,15516.12890625,0,0,0,268
20,13,0,0,0,0,7837.0673828125,17491.451171875,2216.58984375,0,0,0,269
29,13,0,0,0,0,7958.5419921875,0,0,0,1,0,270
23,12,1,0,1,0,7993.80859375,13427.4189453125,4433.1796875,0,0,0,271
19,12,0,0,1,0,8054.5458984375,9309.677734375,11963.673828125,0,0,0,272
21,12,1,0,1,0,8150.5498046875,13092.62890625,10583.4775390625,0,0,0,273
26,12,0,0,1,0,8228.9208984375,13606.4521484375,11969.5849609375,0,0,0,274
21,16,0,0,0,0,8228.9208984375,22379.03125,27337.94140625,0,0,0,275
24,12,1,0,1,0,8275.943359375,15416.4677734375,8335.85546875,0,0,0,276
29,12,0,0,1,0,8389.580078125,5908.064453125,14481.7197265625,0,0,0,277
26,12,1,0,1,0,8616.85546875,8593.548828125,10344.0859375,0,0,0,278
23,14,1,0,1,0,8675.6337890625,10398.1943359375,13003.994140625,0,0,0,279
25,12,0,0,0,0,8683.470703125,9130.6455078125,15811.673828125,0,0,0,280
21,12,0,0,1,0,8816.7001953125,5729.0322265625,18096.240234375,0,0,0,281
25,12,1,0,0,0,8816.7001953125,6266.12890625,10344.0859375,0,0,0,282
22,12,0,0,1,0,8816.7001953125,9939.87109375,15486.5751953125,0,0,0,283
22,12,0,0,1,0,8816.7001953125,10741.9345703125,19653.763671875,0,0,0,284
23,12,1,0,1,0,8816.7001953125,12174.1943359375,18471.58203125,0,0,0,285
18,12,0,0,0,0,8816.7001953125,14322.5810546875,22165.8984375,0,0,0,286
27,12,1,0,0,0,8816.7001953125,14322.5810546875,19210.4453125,0,0,0,287
21,12,1,0,0,0,8816.7001953125,14859.6767578125,5578.41796875,0,0,0,288
25,12,0,0,1,0,8816.7001953125,16112.9033203125,26599.078125,0,0,0,289
21,13,0,0,1,0,8816.7001953125,17903.2265625,28224.578125,0,0,0,290
27,12,0,0,1,0,8816.7001953125,44758.06640625,0,0,0,0,291
23,12,0,0,1,0,8840.2119140625,7161.29052734375,10416.4951171875,0,0,0,292
21,12,0,0,1,0,8867.6416015625,14995.7421875,17732.71875,0,0,0,293
23,14,1,0,1,0,8934.2568359375,12532.2578125,8866.359375,0,0,0,294
23,16,1,0,0,0,9012.626953125,16490.66015625,19210.4453125,0,0,0,295
31,17,0,0,1,0,9012.626953125,29465.12890625,39817.34375,0,0,0,296
27,12,1,0,1,0,9067.486328125,5370.9677734375,6649.76953125,0,0,0,297
21,12,1,0,1,0,9169.3681640625,7161.29052734375,7388.6328125,0,0,0,298
23,12,1,0,1,0,9169.3681640625,8271.2900390625,10403.1953125,0,0,0,299
19,12,0,0,1,0,9208.5537109375,5550,11526.2666015625,0,0,0,300
46,12,0,0,1,0,9284.9658203125,8504.0322265625,10376.595703125,0,0,0,301
24,12,0,0,1,0,9371.1728515625,2864.51611328125,2216.58984375,0,0,0,302
20,13,0,1,0,0,9404.48046875,0,8275.2685546875,0,1,0,303
24,17,0,0,1,0,9404.48046875,5370.9677734375,22904.76171875,0,0,0,304
23,12,0,0,1,0,9404.48046875,9130.6455078125,11821.8134765625,0,0,0,305
34,12,0,0,1,0,9404.48046875,9166.451171875,23475.1640625,0,0,0,306
35,12,0,0,1,0,9404.48046875,9313.2578125,11821.8134765625,0,0,0,307
23,12,0,0,0,0,9404.48046875,11834.0322265625,16846.08203125,0,0,0,308
21,14,1,0,0,0,9420.1552734375,5370.9677734375,9900.767578125,0,0,0,309
21,12,0,1,1,0,9496.56640625,8772.5810546875,10512.546875,0,0,0,310
26,12,0,0,1,0,9561.2216796875,0,13299.5390625,0,1,0,311
23,13,0,0,1,0,9698.37109375,8593.548828125,23643.625,0,0,0,312
27,12,0,1,1,0,9698.37109375,11279.0322265625,14038.40234375,0,0,0,313
50,12,0,1,1,0,9788.4970703125,9846.7744140625,13299.5390625,0,0,0,314
27,12,1,0,1,0,9796.333984375,0,11821.8134765625,0,1,0,315
25,12,0,0,1,0,9796.333984375,2685.48388671875,25121.3515625,0,0,0,316
21,12,1,0,1,0,9796.333984375,4296.7744140625,14777.265625,0,0,0,317
21,13,0,0,1,0,9796.333984375,8593.548828125,28787.591796875,0,0,0,318
33,12,1,0,0,0,9796.333984375,8951.61328125,0,0,0,0,319
19,12,0,0,1,0,9796.333984375,9846.7744140625,20688.171875,0,0,0,320
20,12,0,0,1,0,9796.333984375,10204.8388671875,29258.986328125,0,0,0,321
22,12,1,0,1,0,9796.333984375,10741.9345703125,11162.7470703125,0,0,0,322
32,12,0,0,1,0,9796.333984375,11458.0654296875,11821.8134765625,0,0,0,323
24,13,0,0,1,0,9796.333984375,11458.0654296875,11526.2666015625,0,0,0,324
29,12,1,0,1,0,9796.333984375,12532.2578125,19210.4453125,0,0,0,325
23,12,1,0,1,0,9796.333984375,12532.2578125,11821.8134765625,0,0,0,326
26,14,0,0,1,0,9796.333984375,13427.4189453125,20688.171875,0,0,0,327
20,12,0,0,1,0,9796.333984375,13427.4189453125,10713.517578125,0,0,0,328
27,12,1,0,1,0,9796.333984375,14322.5810546875,11821.8134765625,0,0,0,329
24,12,1,0,1,0,9796.333984375,14322.5810546875,33987.7109375,0,0,0,330
24,17,0,0,0,0,9796.333984375,16112.9033203125,36943.1640625,0,0,0,331
21,13,0,0,0,0,9796.333984375,16112.9033203125,20688.171875,0,0,0,332
25,12,1,0,1,0,9796.333984375,21483.87109375,6649.76953125,0,0,0,333
30,12,1,0,1,0,9796.333984375,25064.515625,29554.53125,0,0,0,334
26,12,1,0,0,0,9913.8896484375,10741.9345703125,15619.5703125,0,0,0,335
22,12,0,0,0,0,9951.1162109375,14322.5810546875,14777.265625,0,0,0,336
47,12,0,0,1,0,9968.7490234375,10523.515625,11283.919921875,0,0,0,337
22,12,0,0,0,0,9992.2607421875,15754.8388671875,19949.30859375,0,0,0,338
31,12,1,0,1,0,10188.1865234375,8951.61328125,9605.22265625,0,0,0,339
35,12,0,0,1,0,10188.1865234375,9309.677734375,11821.8134765625,0,0,0,340
49,12,0,0,1,0,10231.291015625,11082.0966796875,6537.46240234375,0,0,0,341
25,13,1,0,0,0,10246.96484375,15396.7744140625,12486.7900390625,0,0,0,342
23,12,0,0,1,0,10290.0693359375,10562.9033203125,9221.013671875,0,0,0,343
25,17,0,0,1,0,10384.1142578125,22004.85546875,49429.953125,0,0,0,344
23,16,0,0,1,0,10384.1142578125,26854.83984375,11821.8134765625,0,0,0,345
34,17,0,0,0,0,10580.041015625,7161.29052734375,5910.90625,0,0,0,346
21,12,0,0,1,0,10580.041015625,8056.45166015625,12117.3583984375,0,0,0,347
27,12,1,0,0,0,10623.14453125,3222.58056640625,8866.359375,0,0,0,348
23,12,0,0,1,0,10775.966796875,5370.9677734375,11821.8134765625,0,0,0,349
23,12,0,0,1,0,10775.966796875,7161.29052734375,16993.85546875,0,0,0,350
32,17,0,0,0,0,10775.966796875,7161.29052734375,0,0,0,0,351
27,12,1,0,1,0,10775.966796875,8951.61328125,7536.4052734375,0,0,0,352
24,12,1,0,0,0,10775.966796875,9309.677734375,8275.2685546875,0,0,0,353
34,12,0,0,1,0,10775.966796875,11637.0966796875,14186.1748046875,0,0,0,354
29,12,0,0,1,0,10775.966796875,12532.2578125,25860.21484375,0,0,0,355
28,14,0,0,1,0,10775.966796875,13427.4189453125,0,0,0,0,356
18,12,0,0,0,0,10775.966796875,14322.5810546875,21427.03515625,0,0,0,357
20,12,1,0,0,0,10775.966796875,16372.5,29554.53125,0,0,0,358
25,13,0,0,1,0,10775.966796875,16739.515625,18966.62109375,0,0,0,359
23,12,1,0,1,0,10775.966796875,20481.2890625,29391.982421875,0,0,0,360
26,17,0,0,1,0,10775.966796875,29182.2578125,35465.4375,0,0,0,361
24,12,0,0,0,0,10873.9306640625,15754.8388671875,20132.546875,0,0,0,362
23,12,0,0,1,0,10971.8935546875,10204.8388671875,31032.2578125,0,0,0,363
23,16,0,0,0,0,10971.8935546875,18798.38671875,20924.607421875,0,0,0,364
26,12,1,0,1,0,11167.8212890625,1074.1934814453125,8866.359375,0,0,0,365
46,12,0,0,1,0,11167.8212890625,7161.29052734375,17732.71875,0,0,0,366
23,12,1,0,1,0,11167.8212890625,7812.9677734375,14777.265625,0,0,0,367
41,12,0,0,1,0,11167.8212890625,10741.9345703125,12412.9033203125,0,0,0,368
19,12,0,0,1,0,11201.1279296875,14143.5478515625,24338.15625,0,0,0,369
29,12,0,0,1,0,11259.90625,9041.12890625,26599.078125,0,0,0,370
24,12,1,0,0,0,11285.376953125,13069.35546875,10344.0859375,0,0,0,371
23,12,1,0,0,0,11328.4814453125,2685.48388671875,29216.1328125,0,0,0,372
22,12,0,0,1,0,11363.7470703125,4654.8388671875,13299.5390625,0,0,0,373
21,12,0,0,0,0,11363.7470703125,9667.7421875,13299.5390625,0,0,0,374
27,12,0,0,1,0,11363.7470703125,12532.2578125,4137.63427734375,0,0,0,375
37,12,0,0,1,0,11430.36328125,11372.12890625,8866.359375,0,0,0,376
44,12,0,0,1,0,11559.673828125,7340.32275390625,27781.259765625,0,0,0,377
38,16,0,0,1,0,11559.673828125,7877.41943359375,17732.71875,0,0,0,378
34,12,0,0,1,0,11755.6005859375,0,11821.8134765625,0,1,0,379
49,12,0,0,0,0,11755.6005859375,0,0,0,1,0,380
23,12,0,0,1,0,11755.6005859375,0,17732.71875,0,1,0,381
28,14,1,0,1,0,11755.6005859375,0,25874.9921875,0,1,0,382
43,12,0,0,1,0,11755.6005859375,0,295.5453186035156,0,1,0,383
28,16,0,0,0,0,11755.6005859375,6445.1611328125,0,0,0,0,384
29,12,1,0,1,0,11755.6005859375,9846.7744140625,20688.171875,0,0,0,385
53,12,0,0,1,0,11755.6005859375,9893.322265625,5172.04296875,0,0,0,386
21,12,0,0,1,0,11755.6005859375,10204.8388671875,12560.67578125,0,0,0,387
24,13,1,0,1,0,11755.6005859375,10741.9345703125,31097.27734375,0,0,0,388
21,12,0,0,1,0,11755.6005859375,10741.9345703125,6649.76953125,0,0,0,389
24,12,0,0,1,0,11755.6005859375,11074.9345703125,13742.857421875,0,0,0,390
21,12,0,0,0,0,11755.6005859375,11637.0966796875,10048.541015625,0,0,0,391
23,14,0,0,1,0,11755.6005859375,11637.0966796875,25121.3515625,0,0,0,392
28,12,0,0,1,0,11755.6005859375,12532.2578125,0,0,0,0,393
28,12,0,0,1,0,11755.6005859375,12532.2578125,0,0,0,0,394
25,17,0,0,1,0,11755.6005859375,12621.7744140625,28963.44140625,0,0,0,395
23,13,0,0,1,0,11755.6005859375,13427.4189453125,16254.9921875,0,0,0,396
30,12,0,0,1,0,11755.6005859375,13635.0966796875,26599.078125,0,0,0,397
23,12,0,0,1,0,11755.6005859375,13785.484375,14186.1748046875,0,0,0,398
26,12,0,0,1,0,11755.6005859375,14322.5810546875,20688.171875,0,0,0,399
21,12,1,0,1,0,11755.6005859375,14322.5810546875,16254.9921875,0,0,0,400
26,12,0,0,1,0,11755.6005859375,14322.5810546875,17732.71875,0,0,0,401
25,12,1,0,1,0,11755.6005859375,14322.5810546875,21427.03515625,0,0,0,402
22,12,0,0,1,0,11755.6005859375,14465.8056640625,18102.150390625,0,0,0,403
28,16,0,0,1,0,11755.6005859375,15217.7421875,20688.171875,0,0,0,404
22,13,1,0,1,0,11755.6005859375,15217.7421875,0,0,0,0,405
24,16,0,0,1,0,11755.6005859375,16112.9033203125,31032.2578125,0,0,0,406
27,15,1,0,0,0,11755.6005859375,16744.88671875,18442.02734375,0,0,0,407
19,12,0,0,0,0,11755.6005859375,19335.484375,16254.9921875,0,0,0,408
38,14,0,0,1,0,11755.6005859375,19693.548828125,0,0,0,0,409
38,14,0,0,0,0,11755.6005859375,21483.87109375,7388.6328125,0,0,0,410
45,12,0,0,1,0,11771.275390625,11270.0810546875,16822.439453125,0,0,0,411
26,12,1,0,1,0,11775.193359375,14150.7099609375,16342.177734375,0,0,0,412
31,16,0,0,1,0,11784.990234375,9846.7744140625,5390.74658203125,0,0,0,413
25,13,1,0,1,0,11931.9345703125,13824.87109375,12656.7275390625,0,0,0,414
25,14,0,0,1,0,11973.0791015625,14322.5810546875,14777.265625,0,0,0,415
22,12,0,0,1,0,12051.4501953125,16025.1767578125,13151.7666015625,0,0,0,416
36,12,0,0,1,0,12147.4541015625,13964.515625,13299.5390625,0,0,0,417
27,12,0,0,1,0,12147.4541015625,14322.5810546875,20142.890625,0,0,0,418
33,12,0,0,1,0,12147.4541015625,16112.9033203125,24382.48828125,0,0,0,419
27,12,0,0,1,0,12147.4541015625,23274.193359375,26599.078125,0,0,0,420
30,12,1,0,1,0,12225.8251953125,10741.9345703125,18962.1875,0,0,0,421
46,12,0,0,1,0,12343.380859375,11637.0966796875,11230.7216796875,0,0,0,422
23,14,0,0,1,0,12343.380859375,12532.2578125,14186.1748046875,0,0,0,423
25,16,0,0,1,0,12343.380859375,13606.4521484375,21427.03515625,0,0,0,424
27,14,0,0,1,0,12419.7919921875,16829.03125,25178.982421875,0,0,0,425
49,16,0,0,1,0,12504.041015625,12353.2255859375,12560.67578125,0,0,0,426
22,12,0,0,1,0,12539.3076171875,12532.2578125,14369.4130859375,0,0,0,427
28,16,0,0,1,0,12572.615234375,21483.87109375,23495.853515625,0,0,0,428
24,12,1,0,1,0,12658.8232421875,19693.548828125,19210.4453125,0,0,0,429
37,17,1,0,1,0,12735.234375,1306.935546875,4236.64208984375,0,0,0,430
22,13,0,0,0,0,12735.234375,12532.2578125,17732.71875,0,0,0,431
23,17,0,0,0,0,12735.234375,14322.5810546875,28076.8046875,0,0,0,432
23,12,1,0,0,0,12735.234375,14322.5810546875,20688.171875,0,0,0,433
26,12,0,0,1,0,12735.234375,14322.5810546875,14925.0380859375,0,0,0,434
22,12,0,0,0,0,12735.234375,16112.9033203125,21131.490234375,0,0,0,435
31,14,0,0,1,0,12735.234375,17724.193359375,29850.076171875,0,0,0,436
31,14,0,0,1,0,12735.234375,17724.193359375,29850.076171875,0,0,0,437
54,12,0,0,1,0,12735.234375,17894.2734375,19343.44140625,0,0,0,438
25,16,1,0,1,0,12735.234375,18261.2890625,10521.4130859375,0,0,0,439
28,12,1,0,1,0,12735.234375,19693.548828125,17732.71875,0,0,0,440
19,13,0,0,1,0,12735.234375,19693.548828125,28815.66796875,0,0,0,441
26,17,0,0,1,0,12735.234375,25064.515625,26599.078125,0,0,0,442
28,12,0,0,1,0,12813.60546875,7161.29052734375,16254.9921875,0,0,0,443
20,12,0,0,1,0,12931.1611328125,2363.225830078125,14777.265625,0,0,0,444
26,12,0,0,1,0,12931.1611328125,11100,22165.8984375,0,0,0,445
25,17,0,0,1,0,12935.0791015625,22379.03125,36943.1640625,0,0,0,446
24,12,0,0,1,0,13029.1240234375,13964.515625,41571.40234375,0,0,0,447
22,12,0,0,1,0,13127.087890625,8951.61328125,13595.083984375,0,0,0,448
27,17,0,0,1,0,13127.087890625,10741.9345703125,29554.53125,0,0,0,449
26,12,0,0,1,0,13127.087890625,12174.1943359375,12687.759765625,0,0,0,450
27,12,1,0,1,0,13127.087890625,12353.2255859375,11526.2666015625,0,0,0,451
19,12,0,0,1,0,13127.087890625,12532.2578125,24382.48828125,0,0,0,452
29,17,0,0,1,0,13127.087890625,19693.548828125,0,0,0,0,453
20,12,0,0,1,0,13244.6435546875,8772.5810546875,17289.400390625,0,0,0,454
25,12,0,0,1,0,13291.666015625,14202.62890625,14777.265625,0,0,0,455
29,16,0,0,1,0,13323.013671875,5370.9677734375,17732.71875,0,0,0,456
23,14,0,0,0,0,13323.013671875,12174.1943359375,14777.265625,0,0,0,457
28,12,0,0,1,0,13323.013671875,12532.2578125,10935.1767578125,0,0,0,458
30,14,0,0,1,0,13323.013671875,14322.5810546875,14777.265625,0,0,0,459
26,16,1,0,1,0,13323.013671875,19693.548828125,19934.53125,0,0,0,460
24,12,0,1,1,0,13493.4697265625,16470.96875,21035.4375,0,0,0,461
22,12,1,0,1,0,13518.94140625,13427.4189453125,12560.67578125,0,0,0,462
27,12,0,0,1,0,13597.3115234375,15833.61328125,13246.3408203125,0,0,0,463
22,12,1,0,1,0,13665.8857421875,17903.2265625,13299.5390625,0,0,0,464
42,13,0,0,1,0,13701.1533203125,0,33987.7109375,0,1,0,465
22,12,1,0,1,0,13714.8681640625,0,664.97698974609375,0,1,0,466
47,12,0,0,1,0,13714.8681640625,0,12560.67578125,0,1,0,467
26,12,0,0,1,0,13714.8681640625,716.1290283203125,22904.76171875,0,0,0,468
21,12,0,0,1,0,13714.8681640625,3222.58056640625,14038.40234375,0,0,0,469
25,16,0,0,0,0,13714.8681640625,6042.3388671875,0,0,0,0,470
25,12,1,0,1,0,13714.8681640625,8235.484375,17732.71875,0,0,0,471
23,12,0,0,0,0,13714.8681640625,10741.9345703125,15959.447265625,0,0,0,472
33,12,1,0,0,0,13714.8681640625,11100,9605.22265625,0,0,0,473
55,16,1,0,1,0,13714.8681640625,11995.1611328125,23531.318359375,0,0,0,474
47,12,1,0,1,0,13714.8681640625,12433.7900390625,14777.265625,0,0,0,475
20,12,1,0,1,0,13714.8681640625,12532.2578125,8866.359375,0,0,0,476
26,12,1,0,1,0,13714.8681640625,12532.2578125,11821.8134765625,0,0,0,477
31,12,0,0,1,0,13714.8681640625,12532.2578125,14777.265625,0,0,0,478
30,12,0,0,1,0,13714.8681640625,12532.2578125,2563.855712890625,0,0,0,479
21,12,1,0,0,0,13714.8681640625,13339.6943359375,11651.8740234375,0,0,0,480
28,17,0,0,1,0,13714.8681640625,13427.4189453125,6827.0966796875,0,0,0,481
24,12,0,0,1,0,13714.8681640625,13427.4189453125,17732.71875,0,0,0,482
28,12,0,0,1,0,13714.8681640625,13606.4521484375,19210.4453125,0,0,0,483
23,12,0,0,0,0,13714.8681640625,14322.5810546875,22165.8984375,0,0,0,484
35,12,0,0,0,0,13714.8681640625,15038.7099609375,26599.078125,0,0,0,485
27,14,0,0,1,0,13714.8681640625,15217.7421875,13447.3115234375,0,0,0,486
23,12,0,0,1,0,13714.8681640625,15754.8388671875,24205.16015625,0,0,0,487
24,12,1,0,1,0,13714.8681640625,16112.9033203125,16254.9921875,0,0,0,488
24,12,0,0,1,0,13714.8681640625,16112.9033203125,16254.9921875,0,0,0,489
39,12,1,0,1,0,13714.8681640625,17008.064453125,14629.4931640625,0,0,0,490
33,12,0,0,1,0,13714.8681640625,18082.2578125,26081.873046875,0,0,0,491
45,14,0,0,1,0,13714.8681640625,19102.7421875,30145.62109375,0,0,0,492
45,14,0,0,1,0,13714.8681640625,19102.7421875,30145.62109375,0,0,0,493
27,12,1,0,1,0,13714.8681640625,19425,25860.21484375,0,0,0,494
45,17,0,0,1,0,13714.8681640625,23095.16015625,6649.76953125,0,0,0,495
23,16,0,0,0,0,13714.8681640625,25601.61328125,31623.349609375,0,0,0,496
26,17,0,0,1,0,13714.8681640625,29540.322265625,29554.53125,0,0,0,497
27,14,1,0,0,0,13812.8310546875,17036.7109375,20688.171875,0,0,0,498
21,14,0,0,1,0,13832.423828125,8777.951171875,591.09063720703125,0,0,0,499
20,12,0,0,1,0,13902.95703125,14322.5810546875,19653.763671875,0,0,0,500
29,12,0,0,1,0,13910.7939453125,7161.29052734375,19210.4453125,0,0,0,501
22,12,0,1,1,0,13910.7939453125,8611.451171875,16218.048828125,0,0,0,502
24,12,0,0,0,0,13910.7939453125,13427.4189453125,19210.4453125,0,0,0,503
27,12,0,0,1,0,13910.7939453125,14859.6767578125,15072.810546875,0,0,0,504
23,12,0,0,1,0,14063.6171875,11100,14777.265625,0,0,0,505
24,16,0,0,1,0,14067.5361328125,24706.451171875,37829.80078125,0,0,0,506
23,16,0,0,0,0,14106.720703125,6266.12890625,2955.453125,0,0,0,507
33,14,0,0,1,0,14106.720703125,14322.5810546875,17732.71875,0,0,0,508
21,12,0,0,0,0,14106.720703125,17903.2265625,22165.8984375,0,0,0,509
23,12,0,0,1,0,14106.720703125,23453.2265625,0,0,0,0,510
20,12,1,0,1,0,14322.240234375,17903.2265625,14777.265625,0,0,0,511
24,12,0,0,1,0,14373.1806640625,19693.548828125,7388.6328125,0,0,0,512
29,12,1,0,1,0,14392.7744140625,15396.7744140625,14777.265625,0,0,0,513
34,12,0,0,1,0,14498.57421875,14322.5810546875,10048.541015625,0,0,0,514
44,12,0,0,1,0,14498.57421875,14424.62890625,14579.25,0,0,0,515
23,12,0,0,1,0,14498.57421875,19335.484375,19210.4453125,0,0,0,516
26,14,1,0,1,0,14506.4111328125,17187.09765625,21678.248046875,0,0,0,517
51,12,0,0,1,0,14533.8408203125,19245.96875,17732.71875,0,0,0,518
41,12,0,0,1,0,14684.705078125,23274.193359375,26599.078125,0,0,0,519
37,13,0,0,1,0,14694.5009765625,8951.61328125,17732.71875,0,0,0,520
26,16,0,0,1,0,14694.5009765625,11637.0966796875,20688.171875,0,0,0,521
24,12,1,0,1,0,14694.5009765625,11816.12890625,11821.8134765625,0,0,0,522
22,14,1,0,1,0,14694.5009765625,12532.2578125,21397.48046875,0,0,0,523
27,12,1,0,1,0,14694.5009765625,13427.4189453125,14079.779296875,0,0,0,524
23,13,0,0,1,0,14694.5009765625,14322.5810546875,20688.171875,0,0,0,525
27,12,0,0,1,0,14694.5009765625,14322.5810546875,19210.4453125,0,0,0,526
28,12,1,0,1,0,14694.5009765625,14859.6767578125,19210.4453125,0,0,0,527
21,12,0,0,1,0,14694.5009765625,15217.7421875,23643.625,0,0,0,528
28,12,0,0,1,0,14694.5009765625,15933.87109375,0,0,0,0,529
22,13,0,0,1,0,14694.5009765625,16112.9033203125,0,0,0,0,530
20,12,0,0,1,0,14694.5009765625,16112.9033203125,26599.078125,0,0,0,531
24,16,0,0,1,0,14694.5009765625,16470.96875,27337.94140625,0,0,0,532
22,12,0,0,1,0,14694.5009765625,16829.03125,21870.353515625,0,0,0,533
27,12,0,1,1,0,14694.5009765625,16829.03125,37829.80078125,0,0,0,534
35,12,1,0,1,0,14694.5009765625,17187.09765625,21279.263671875,0,0,0,535
23,16,0,0,1,0,14694.5009765625,19693.548828125,29554.53125,0,0,0,536
22,16,0,0,1,0,14694.5009765625,19693.548828125,2955.453125,0,0,0,537
23,16,0,0,1,0,14694.5009765625,23274.193359375,25121.3515625,0,0,0,538
20,12,0,0,1,0,14694.5009765625,26854.83984375,31032.2578125,0,0,0,539
22,12,1,0,1,0,14790.5048828125,14680.64453125,14038.40234375,0,0,0,540
24,12,0,0,1,0,14890.427734375,719.70965576171875,27963.01953125,0,0,0,541
26,12,0,0,1,0,14890.427734375,10741.9345703125,0,0,0,0,542
42,12,1,0,1,0,14988.390625,11185.9345703125,0,0,0,0,543
28,15,0,0,1,0,15082.435546875,18619.35546875,13986.681640625,0,0,0,544
24,13,0,0,1,0,15282.28125,14322.5810546875,32509.984375,0,0,0,545
50,12,0,0,1,0,15282.28125,14322.5810546875,13151.7666015625,0,0,0,546
50,12,0,0,1,0,15282.28125,14322.5810546875,13151.7666015625,0,0,0,547
28,13,0,0,1,0,15282.28125,14322.5810546875,14038.40234375,0,0,0,548
25,12,0,0,1,0,15282.28125,16112.9033203125,25121.3515625,0,0,0,549
31,12,1,0,0,0,15282.28125,17903.2265625,14777.265625,0,0,0,550
32,16,1,0,1,0,15282.28125,19693.548828125,28076.8046875,0,0,0,551
22,12,0,0,1,0,15282.28125,19693.548828125,21870.353515625,0,0,0,552
22,13,1,0,1,0,15403.755859375,14320.7900390625,18660.73046875,0,0,0,553
26,12,1,0,1,0,15411.5927734375,8951.61328125,11082.94921875,0,0,0,554
22,12,0,0,1,0,15478.2080078125,8951.61328125,14186.1748046875,0,0,0,555
29,12,0,0,0,0,15478.2080078125,14370.9189453125,12615.3515625,0,0,0,556
53,17,0,0,1,0,15478.2080078125,16399.35546875,15663.90234375,0,0,0,557
25,12,0,0,1,0,15478.2080078125,17724.193359375,31327.802734375,0,0,0,558
26,12,1,0,1,0,15478.2080078125,18175.35546875,19949.30859375,0,0,0,559
24,16,0,0,0,0,15587.9267578125,19505.564453125,19210.4453125,0,0,0,560
27,17,0,0,0,0,15674.1337890625,0,41376.34375,0,1,0,561
46,12,0,0,1,0,15674.1337890625,734.03228759765625,20688.171875,0,0,0,562
25,12,1,0,1,0,15674.1337890625,3738.193603515625,10512.546875,0,0,0,563
21,13,0,0,0,0,15674.1337890625,4946.6611328125,1733.373291015625,0,0,0,564
37,12,0,0,1,0,15674.1337890625,8951.61328125,28076.8046875,0,0,0,565
37,12,0,0,1,0,15674.1337890625,8951.61328125,28076.8046875,0,0,0,566
28,15,1,0,1,0,15674.1337890625,9452.9033203125,31032.2578125,0,0,0,567
22,12,0,0,0,0,15674.1337890625,10741.9345703125,28963.44140625,0,0,0,568
22,12,0,0,0,0,15674.1337890625,11637.0966796875,20688.171875,0,0,0,569
27,12,0,0,1,0,15674.1337890625,12532.2578125,19210.4453125,0,0,0,570
21,13,1,0,1,0,15674.1337890625,12532.2578125,25121.3515625,0,0,0,571
49,16,0,0,1,0,15674.1337890625,12890.3232421875,17732.71875,0,0,0,572
26,12,0,0,1,0,15674.1337890625,13427.4189453125,0,0,0,0,573
33,14,0,0,1,0,15674.1337890625,13427.4189453125,13890.6298828125,0,0,0,574
28,15,0,0,1,0,15674.1337890625,13785.484375,15959.447265625,0,0,0,575
29,17,0,0,1,0,15674.1337890625,14143.5478515625,25860.21484375,0,0,0,576
